[304.0, 112.0, 1021.0, 650.0]
[192.0, 64.0, 1010.0, 678.0]
[160.0, 32.0, 979.0, 646.0]
[192.0, 16.0, 1012.0, 631.0]
[160.0, 48.0, 981.0, 664.0]
[160.0, 32.0, 982.0, 648.0]
[192.0, 48.0, 1015.0, 665.0]
[176.0, 16.0, 1000.0, 634.0]
[128.0, 64.0, 953.0, 683.0]
[144.0, 32.0, 970.0, 652.0]
[128.0, 64.0, 955.0, 684.0]
[176.0, 16.0, 1004.0, 637.0]
[128.0, 48.0, 957.0, 670.0]
[144.0, 32.0, 974.0, 654.0]
[128.0, 32.0, 959.0, 655.0]
[176.0, 16.0, 1008.0, 640.0]
[160.0, 48.0, 993.0, 673.0]
[176.0, 48.0, 1010.0, 674.0]
[144.0, 32.0, 979.0, 658.0]
[128.0, 32.0, 964.0, 659.0]
[176.0, 16.0, 1013.0, 644.0]
[128.0, 32.0, 966.0, 660.0]
[160.0, 16.0, 999.0, 645.0]
[144.0, 32.0, 984.0, 662.0]
[160.0, 16.0, 1001.0, 647.0]
[144.0, 32.0, 986.0, 664.0]
[176.0, 48.0, 1019.0, 680.0]
[144.0, 32.0, 988.0, 665.0]
[144.0, 32.0, 989.0, 666.0]
[176.0, 16.0, 1022.0, 650.0]
[160.0, 48.0, 1007.0, 683.0]
[128.0, 48.0, 976.0, 684.0]
[144.0, 32.0, 993.0, 669.0]
[144.0, 32.0, 994.0, 670.0]
[144.0, 32.0, 995.0, 670.0]
[144.0, 32.0, 996.0, 671.0]
[128.0, 16.0, 981.0, 656.0]
[128.0, 16.0, 982.0, 656.0]
[144.0, 16.0, 999.0, 657.0]
[144.0, 16.0, 1000.0, 658.0]
[144.0, 32.0, 1001.0, 675.0]
[144.0, 16.0, 1002.0, 660.0]
[160.0, 32.0, 1019.0, 676.0]
[160.0, 32.0, 1020.0, 677.0]
[144.0, 16.0, 1005.0, 662.0]
[128.0, 32.0, 990.0, 678.0]
[160.0, 32.0, 1023.0, 679.0]
[128.0, 16.0, 992.0, 664.0]
[128.0, 16.0, 993.0, 665.0]
