[256.0, 96.0, 973.0, 634.0]
[96.0, 16.0, 901.0, 620.0]
[144.0, 80.0, 950.0, 684.0]
[96.0, 32.0, 903.0, 637.0]
[32.0, 16.0, 840.0, 622.0]
[16.0, 48.0, 825.0, 655.0]
[112.0, 32.0, 922.0, 640.0]
[48.0, 64.0, 859.0, 672.0]
[80.0, 32.0, 892.0, 641.0]
[192.0, 64.0, 1005.0, 674.0]
[208.0, 32.0, 1022.0, 642.0]
[16.0, 16.0, 831.0, 627.0]
[96.0, 64.0, 912.0, 676.0]
[48.0, 48.0, 865.0, 661.0]
[16.0, 64.0, 834.0, 678.0]
[112.0, 64.0, 931.0, 678.0]
[48.0, 16.0, 868.0, 631.0]
[80.0, 32.0, 901.0, 648.0]
[16.0, 64.0, 838.0, 680.0]
[16.0, 64.0, 839.0, 681.0]
[144.0, 32.0, 968.0, 650.0]
[48.0, 16.0, 873.0, 635.0]
[192.0, 32.0, 1018.0, 652.0]
[0.0, 64.0, 827.0, 684.0]
[32.0, 16.0, 860.0, 637.0]
[96.0, 0.0, 925.0, 622.0]
[16.0, 16.0, 846.0, 638.0]
[80.0, 48.0, 911.0, 671.0]
[48.0, 0.0, 880.0, 624.0]
[48.0, 32.0, 881.0, 657.0]
[160.0, 32.0, 994.0, 658.0]
[80.0, 16.0, 915.0, 642.0]
[112.0, 16.0, 948.0, 643.0]
[128.0, 16.0, 965.0, 644.0]
[160.0, 0.0, 998.0, 628.0]
[160.0, 16.0, 999.0, 645.0]
[64.0, 0.0, 904.0, 630.0]
[80.0, 32.0, 921.0, 663.0]
[144.0, 0.0, 986.0, 632.0]
[48.0, 32.0, 891.0, 664.0]
[0.0, 32.0, 844.0, 665.0]
[112.0, 0.0, 957.0, 634.0]
[16.0, 32.0, 862.0, 666.0]
[112.0, 32.0, 959.0, 667.0]
[96.0, 48.0, 944.0, 684.0]
[160.0, 32.0, 1009.0, 669.0]
[32.0, 32.0, 882.0, 670.0]
[128.0, 32.0, 979.0, 670.0]
[128.0, 16.0, 980.0, 655.0]
[96.0, 32.0, 949.0, 672.0]
[128.0, 16.0, 982.0, 656.0]
[16.0, 16.0, 871.0, 657.0]
[96.0, 0.0, 952.0, 642.0]
[96.0, 16.0, 953.0, 659.0]
[96.0, 16.0, 954.0, 660.0]
[160.0, 32.0, 1019.0, 676.0]
[32.0, 32.0, 892.0, 677.0]
[80.0, 16.0, 941.0, 662.0]
[80.0, 32.0, 942.0, 678.0]
[16.0, 16.0, 879.0, 663.0]
[0.0, 0.0, 864.0, 648.0]
[32.0, 32.0, 897.0, 681.0]
[48.0, 32.0, 914.0, 682.0]
[144.0, 16.0, 1011.0, 666.0]
[64.0, 16.0, 932.0, 667.0]
[0.0, 16.0, 869.0, 668.0]
[80.0, 32.0, 950.0, 684.0]
[80.0, 0.0, 951.0, 653.0]
[32.0, 16.0, 904.0, 670.0]
[80.0, 0.0, 953.0, 655.0]
[64.0, 16.0, 938.0, 672.0]
[16.0, 0.0, 891.0, 656.0]
[48.0, 0.0, 924.0, 657.0]
[0.0, 0.0, 877.0, 658.0]
[112.0, 16.0, 990.0, 674.0]
[80.0, 0.0, 959.0, 659.0]
[144.0, 0.0, 1024.0, 660.0]
[96.0, 0.0, 977.0, 661.0]
[128.0, 16.0, 1010.0, 678.0]
[80.0, 0.0, 963.0, 662.0]
[112.0, 0.0, 996.0, 663.0]
[96.0, 16.0, 981.0, 680.0]
[80.0, 0.0, 966.0, 664.0]
[64.0, 16.0, 951.0, 681.0]
[16.0, 0.0, 904.0, 666.0]
[112.0, 0.0, 1001.0, 667.0]
[16.0, 16.0, 906.0, 684.0]
[0.0, 16.0, 891.0, 684.0]
[64.0, 16.0, 956.0, 685.0]
[128.0, 0.0, 1021.0, 670.0]
[80.0, 0.0, 974.0, 670.0]
[32.0, 0.0, 927.0, 671.0]
[32.0, 0.0, 928.0, 672.0]
[0.0, 0.0, 897.0, 673.0]
[0.0, 0.0, 898.0, 674.0]
[16.0, 0.0, 915.0, 674.0]
[80.0, 0.0, 980.0, 675.0]
[32.0, 0.0, 933.0, 676.0]
[80.0, 0.0, 982.0, 676.0]
[0.0, 0.0, 903.0, 677.0]
[16.0, 0.0, 920.0, 678.0]
[16.0, 0.0, 921.0, 679.0]
[48.0, 0.0, 954.0, 680.0]
[16.0, 0.0, 923.0, 680.0]
[64.0, 0.0, 972.0, 681.0]
[48.0, 0.0, 957.0, 682.0]
[80.0, 0.0, 990.0, 682.0]
[16.0, 0.0, 927.0, 683.0]
[48.0, 0.0, 960.0, 684.0]
[16.0, 0.0, 929.0, 685.0]
