[272.0, 128.0, 989.0, 666.0]
[48.0, 0.0, 913.0, 649.0]
[96.0, 0.0, 962.0, 650.0]
[32.0, 16.0, 899.0, 666.0]
[48.0, 0.0, 916.0, 651.0]
[112.0, 0.0, 981.0, 652.0]
[112.0, 0.0, 982.0, 652.0]
[128.0, 0.0, 999.0, 653.0]
[32.0, 0.0, 904.0, 654.0]
[80.0, 0.0, 953.0, 655.0]
[96.0, 16.0, 970.0, 672.0]
[64.0, 0.0, 939.0, 656.0]
[96.0, 0.0, 972.0, 657.0]
[80.0, 16.0, 957.0, 674.0]
[32.0, 0.0, 910.0, 658.0]
[64.0, 0.0, 943.0, 659.0]
[32.0, 16.0, 912.0, 676.0]
[96.0, 0.0, 977.0, 661.0]
[112.0, 0.0, 994.0, 662.0]
[96.0, 0.0, 979.0, 662.0]
[64.0, 0.0, 948.0, 663.0]
[32.0, 0.0, 917.0, 664.0]
[80.0, 16.0, 966.0, 680.0]
[112.0, 0.0, 999.0, 665.0]
[48.0, 0.0, 936.0, 666.0]
[80.0, 0.0, 969.0, 667.0]
[96.0, 0.0, 986.0, 668.0]
[32.0, 0.0, 923.0, 668.0]
[112.0, 0.0, 1004.0, 669.0]
[80.0, 0.0, 973.0, 670.0]
[48.0, 0.0, 942.0, 670.0]
[64.0, 0.0, 959.0, 671.0]
[64.0, 0.0, 960.0, 672.0]
[32.0, 0.0, 929.0, 673.0]
[80.0, 0.0, 978.0, 674.0]
[96.0, 0.0, 995.0, 674.0]
[48.0, 0.0, 948.0, 675.0]
[32.0, 0.0, 933.0, 676.0]
[48.0, 0.0, 950.0, 676.0]
[96.0, 0.0, 999.0, 677.0]
[64.0, 0.0, 968.0, 678.0]
[96.0, 0.0, 1001.0, 679.0]
[96.0, 0.0, 1002.0, 680.0]
[96.0, 0.0, 1003.0, 680.0]
