[272.0, 80.0, 989.0, 618.0]
[176.0, 32.0, 1003.0, 652.0]
[128.0, 16.0, 956.0, 637.0]
[32.0, 48.0, 861.0, 670.0]
[32.0, 32.0, 862.0, 654.0]
[176.0, 16.0, 1007.0, 639.0]
[16.0, 48.0, 848.0, 672.0]
[96.0, 32.0, 929.0, 657.0]
[112.0, 0.0, 946.0, 626.0]
[0.0, 32.0, 835.0, 658.0]
[16.0, 48.0, 852.0, 675.0]
[16.0, 48.0, 853.0, 676.0]
[64.0, 16.0, 902.0, 644.0]
[96.0, 32.0, 935.0, 661.0]
[160.0, 48.0, 1000.0, 678.0]
[64.0, 48.0, 905.0, 679.0]
[16.0, 16.0, 858.0, 648.0]
[160.0, 0.0, 1003.0, 632.0]
[144.0, 0.0, 988.0, 633.0]
[32.0, 16.0, 877.0, 650.0]
[112.0, 16.0, 958.0, 650.0]
[176.0, 0.0, 1023.0, 635.0]
[112.0, 0.0, 960.0, 636.0]
[32.0, 16.0, 881.0, 653.0]
[48.0, 0.0, 898.0, 638.0]
[144.0, 16.0, 995.0, 654.0]
[0.0, 16.0, 852.0, 655.0]
[96.0, 32.0, 949.0, 672.0]
[80.0, 0.0, 934.0, 640.0]
[16.0, 0.0, 871.0, 641.0]
[32.0, 32.0, 888.0, 674.0]
[48.0, 0.0, 905.0, 643.0]
[16.0, 32.0, 874.0, 676.0]
[96.0, 16.0, 955.0, 660.0]
[64.0, 32.0, 924.0, 677.0]
[64.0, 0.0, 925.0, 646.0]
[16.0, 32.0, 878.0, 678.0]
[128.0, 0.0, 991.0, 647.0]
[160.0, 16.0, 1024.0, 664.0]
[32.0, 0.0, 897.0, 649.0]
[128.0, 0.0, 994.0, 650.0]
[96.0, 0.0, 963.0, 650.0]
[32.0, 0.0, 900.0, 651.0]
[64.0, 0.0, 933.0, 652.0]
[32.0, 16.0, 902.0, 668.0]
[0.0, 0.0, 871.0, 653.0]
[64.0, 16.0, 936.0, 670.0]
[112.0, 16.0, 985.0, 671.0]
[0.0, 16.0, 874.0, 672.0]
[128.0, 16.0, 1003.0, 672.0]
[32.0, 16.0, 908.0, 673.0]
[16.0, 16.0, 893.0, 674.0]
[112.0, 16.0, 990.0, 674.0]
[0.0, 0.0, 879.0, 659.0]
[96.0, 16.0, 976.0, 676.0]
[128.0, 0.0, 1009.0, 661.0]
[96.0, 0.0, 978.0, 662.0]
[0.0, 16.0, 883.0, 678.0]
[80.0, 16.0, 964.0, 679.0]
[16.0, 0.0, 901.0, 664.0]
[96.0, 0.0, 982.0, 664.0]
[64.0, 0.0, 951.0, 665.0]
[80.0, 0.0, 968.0, 666.0]
[48.0, 0.0, 937.0, 667.0]
[80.0, 0.0, 970.0, 668.0]
[32.0, 0.0, 923.0, 668.0]
[112.0, 0.0, 1004.0, 669.0]
[0.0, 0.0, 893.0, 670.0]
[16.0, 0.0, 910.0, 670.0]
[64.0, 0.0, 959.0, 671.0]
[96.0, 0.0, 992.0, 672.0]
[16.0, 0.0, 913.0, 673.0]
[48.0, 0.0, 946.0, 674.0]
[112.0, 0.0, 1011.0, 674.0]
[64.0, 0.0, 964.0, 675.0]
[48.0, 0.0, 949.0, 676.0]
[80.0, 0.0, 982.0, 676.0]
[32.0, 0.0, 935.0, 677.0]
[64.0, 0.0, 968.0, 678.0]
[96.0, 0.0, 1001.0, 679.0]
