[224.0, 144.0, 941.0, 682.0]
[0.0, 64.0, 816.0, 676.0]
[96.0, 48.0, 913.0, 661.0]
[80.0, 32.0, 898.0, 646.0]
[80.0, 64.0, 899.0, 678.0]
[80.0, 16.0, 900.0, 631.0]
[80.0, 48.0, 901.0, 664.0]
[80.0, 32.0, 902.0, 648.0]
[64.0, 48.0, 887.0, 665.0]
[64.0, 48.0, 888.0, 666.0]
[48.0, 64.0, 873.0, 683.0]
[16.0, 16.0, 842.0, 636.0]
[96.0, 48.0, 923.0, 668.0]
[48.0, 16.0, 876.0, 637.0]
[128.0, 48.0, 957.0, 670.0]
[32.0, 32.0, 862.0, 654.0]
[64.0, 48.0, 895.0, 671.0]
[0.0, 32.0, 832.0, 656.0]
[48.0, 48.0, 881.0, 673.0]
[32.0, 16.0, 866.0, 642.0]
[32.0, 48.0, 867.0, 674.0]
[80.0, 48.0, 916.0, 675.0]
[64.0, 0.0, 901.0, 628.0]
[16.0, 32.0, 854.0, 660.0]
[96.0, 32.0, 935.0, 661.0]
[32.0, 16.0, 872.0, 646.0]
[64.0, 0.0, 905.0, 631.0]
[64.0, 32.0, 906.0, 664.0]
[96.0, 32.0, 939.0, 664.0]
[48.0, 16.0, 892.0, 649.0]
[0.0, 32.0, 845.0, 666.0]
[16.0, 48.0, 862.0, 682.0]
[64.0, 0.0, 911.0, 635.0]
[0.0, 16.0, 848.0, 652.0]
[16.0, 32.0, 865.0, 669.0]
[64.0, 0.0, 914.0, 638.0]
[80.0, 0.0, 931.0, 638.0]
[16.0, 16.0, 868.0, 655.0]
[64.0, 16.0, 917.0, 656.0]
[48.0, 32.0, 902.0, 672.0]
[32.0, 0.0, 887.0, 641.0]
[48.0, 32.0, 904.0, 674.0]
[0.0, 32.0, 857.0, 675.0]
[64.0, 16.0, 922.0, 660.0]
[48.0, 16.0, 907.0, 660.0]
[16.0, 0.0, 876.0, 645.0]
[80.0, 16.0, 941.0, 662.0]
[32.0, 0.0, 894.0, 646.0]
[32.0, 16.0, 895.0, 663.0]
[64.0, 32.0, 928.0, 680.0]
[32.0, 32.0, 897.0, 681.0]
[80.0, 32.0, 946.0, 682.0]
[32.0, 16.0, 899.0, 666.0]
[0.0, 0.0, 868.0, 651.0]
[64.0, 0.0, 933.0, 652.0]
[48.0, 16.0, 918.0, 668.0]
[16.0, 0.0, 887.0, 653.0]
[0.0, 0.0, 872.0, 654.0]
[32.0, 0.0, 905.0, 655.0]
[80.0, 16.0, 954.0, 672.0]
[32.0, 16.0, 907.0, 672.0]
[32.0, 16.0, 908.0, 673.0]
[64.0, 16.0, 941.0, 674.0]
[16.0, 16.0, 894.0, 674.0]
[0.0, 0.0, 879.0, 659.0]
[64.0, 0.0, 944.0, 660.0]
[16.0, 0.0, 897.0, 661.0]
[48.0, 16.0, 930.0, 678.0]
[0.0, 0.0, 883.0, 662.0]
[16.0, 16.0, 900.0, 679.0]
[32.0, 0.0, 917.0, 664.0]
[16.0, 16.0, 902.0, 680.0]
[32.0, 0.0, 919.0, 665.0]
[32.0, 16.0, 920.0, 682.0]
[32.0, 16.0, 921.0, 683.0]
[0.0, 0.0, 890.0, 668.0]
[32.0, 0.0, 923.0, 668.0]
[16.0, 0.0, 908.0, 669.0]
[64.0, 0.0, 957.0, 670.0]
[32.0, 0.0, 926.0, 670.0]
[32.0, 0.0, 927.0, 671.0]
[48.0, 0.0, 944.0, 672.0]
[0.0, 0.0, 897.0, 673.0]
[0.0, 0.0, 898.0, 674.0]
[0.0, 0.0, 899.0, 674.0]
[16.0, 0.0, 916.0, 675.0]
[32.0, 0.0, 933.0, 676.0]
[0.0, 0.0, 902.0, 676.0]
[32.0, 0.0, 935.0, 677.0]
[48.0, 0.0, 952.0, 678.0]
[16.0, 0.0, 921.0, 679.0]
[32.0, 0.0, 938.0, 680.0]
[32.0, 0.0, 939.0, 680.0]
[0.0, 0.0, 908.0, 681.0]
[16.0, 0.0, 925.0, 682.0]
[32.0, 0.0, 942.0, 682.0]
[16.0, 0.0, 927.0, 683.0]
