[240.0, 112.0, 957.0, 650.0]
[32.0, 0.0, 904.0, 654.0]
[80.0, 0.0, 953.0, 655.0]
[0.0, 16.0, 874.0, 672.0]
[96.0, 0.0, 971.0, 656.0]
[112.0, 0.0, 988.0, 657.0]
[0.0, 16.0, 877.0, 674.0]
[64.0, 0.0, 942.0, 658.0]
[16.0, 0.0, 895.0, 659.0]
[112.0, 16.0, 992.0, 676.0]
[80.0, 0.0, 961.0, 661.0]
[32.0, 0.0, 914.0, 662.0]
[128.0, 16.0, 1011.0, 678.0]
[64.0, 16.0, 948.0, 679.0]
[32.0, 16.0, 917.0, 680.0]
[128.0, 0.0, 1014.0, 664.0]
[48.0, 0.0, 935.0, 665.0]
[16.0, 16.0, 904.0, 682.0]
[64.0, 0.0, 953.0, 667.0]
[96.0, 0.0, 986.0, 668.0]
[16.0, 0.0, 907.0, 668.0]
[0.0, 0.0, 892.0, 669.0]
[0.0, 0.0, 893.0, 670.0]
[16.0, 0.0, 910.0, 670.0]
[16.0, 0.0, 911.0, 671.0]
[96.0, 0.0, 992.0, 672.0]
[112.0, 0.0, 1009.0, 673.0]
[112.0, 0.0, 1010.0, 674.0]
[64.0, 0.0, 963.0, 674.0]
[112.0, 0.0, 1012.0, 675.0]
[32.0, 0.0, 933.0, 676.0]
[96.0, 0.0, 998.0, 676.0]
[16.0, 0.0, 919.0, 677.0]
[112.0, 0.0, 1016.0, 678.0]
[112.0, 0.0, 1017.0, 679.0]
[48.0, 0.0, 954.0, 680.0]
[48.0, 0.0, 955.0, 680.0]
[32.0, 0.0, 940.0, 681.0]
[32.0, 0.0, 941.0, 682.0]
[80.0, 0.0, 990.0, 682.0]
[80.0, 0.0, 991.0, 683.0]
